0,0,0,0,0,0,0,0
0.000736189,3.07E-06,0.99926074,7542.3,0.00033649,3.23E-06,0.999660275,4077
0.003704704,3.88E-05,0.996256536,1239.69,0.001862674,6.78E-05,0.998069557,617.3
0.009203767,0.000167447,0.990628786,414.78,0.004711233,0.000366809,0.994921958,192.8
0.016837952,0.000469262,0.982692785,188.79,0.008555982,0.001139267,0.990304751,82.77
0.002854829,0.000112782,0.997032389,933.875,0.013099258,0.002636757,0.984263986,42.59
0.003926117,0.000206945,0.995866938,578.305,0.018214796,0.005108583,0.976676621,24.64
0.005126276,0.000343921,0.994529803,383.47,0.023832879,0.008783252,0.967383869,15.5
0.006465527,0.000531436,0.993003036,267.685,0.029903983,0.013881927,0.95621409,10.37
0.007954911,0.000778863,0.991266225,193.905,0.036390322,0.020588719,0.943020959,7.291
0.009585923,0.001096268,0.989317809,144.7855,0.043249836,0.029083404,0.92766676,5.33
0.011328746,0.001491874,0.98717938,110.9645,0.050397417,0.039518132,0.910084451,4.026
0.013164161,0.00197614,0.984859699,86.9085,0.057773512,0.051951376,0.890275112,3.126
0.015075332,0.002557642,0.982367026,69.3315,0.065168449,0.066454933,0.868376618,2.487
0.017037509,0.003243664,0.979718827,56.203,0.072513983,0.083056972,0.844429045,2.021
0.01903167,0.004047292,0.976921038,46.1745,0.079715345,0.101602679,0.818681976,1.672
0.021057433,0.004980807,0.97396176,38.409,0.086595155,0.122043049,0.791361796,1.408
0.023090441,0.006045096,0.970864463,32.2865,0.093032923,0.144246758,0.762720319,1.203
0.025132051,0.007250065,0.967617884,27.404,0.09906883,0.167898627,0.733032543,1.042
0.027200814,0.008610948,0.964188238,23.467,0.104525001,0.192911963,0.702563036,0.9134
0.029262505,0.010119025,0.96061847,20.243,0.109352234,0.219050206,0.67159756,0.8098
0.031357104,0.011806271,0.956836624,17.5925,0.113571498,0.24583948,0.640589022,0.7253
0.033458597,0.013661505,0.952879898,15.38375,0.11711327,0.273299883,0.609586847,0.6557
0.035567872,0.01568834,0.948743788,13.53615,0.119998662,0.301083902,0.578917436,0.5978
0.03767602,0.017899669,0.944424311,11.9753,0.122289584,0.328800044,0.548910372,0.5493
0.039804977,0.020302722,0.939892301,10.65005,0.12398418,0.356545523,0.519470298,0.5082
0.041929336,0.022886836,0.935183828,9.51545,0.125097716,0.383892164,0.49101012,0.4733
0.044070935,0.025683844,0.930245222,8.53895,0.125727433,0.410745703,0.463526864,0.4433
0.046205285,0.028681921,0.925112794,7.69575,0.125874126,0.436823451,0.437302424,0.4175
0.048327138,0.031876767,0.919796096,6.9626,0.125604232,0.46237947,0.412016298,0.3951
0.050480533,0.035279984,0.914239482,6.32245,0.124960068,0.486902353,0.388137579,0.3756
0.05259618,0.038875437,0.908528383,5.76135,0.124040742,0.510673922,0.365285336,0.3584
0.054708652,0.042701589,0.902589759,5.2669,0.122796795,0.533430444,0.34377276,0.3433
0.056841159,0.046731072,0.896427769,4.8298,0.121302134,0.55528613,0.323411736,0.33
0.05893231,0.050976971,0.890090719,4.4423,0.119611357,0.576046285,0.304342358,0.3181
0.061033752,0.055433631,0.883532617,4.09665,0.11778291,0.595908012,0.286309078,0.3075
0.063090708,0.060103924,0.876805368,3.7882,0.115787354,0.614847631,0.269365015,0.298
0.06513968,0.065007282,0.869853039,3.5123,0.113729827,0.632753914,0.253516259,0.2894
0.067173397,0.070118765,0.862707838,3.26275,0.111592402,0.649742588,0.23866501,0.2817
0.069134292,0.075354339,0.855511369,3.03955,0.109371587,0.665914221,0.224714192,0.2747
0.071135879,0.080915697,0.847948424,2.8365,0.107142857,0.681106472,0.211750671,0.2683
0.073055361,0.086603597,0.840341042,2.6536,0.10487619,0.695619048,0.199504762,0.2625
0.074967284,0.092478345,0.832554372,2.48775,0.102616946,0.709258467,0.188124587,0.2571
0.076821016,0.098580337,0.824598647,2.33585,0.100356718,0.722156163,0.177487119,0.2523
0.078685751,0.104843827,0.816470422,2.1979,0.09813103,0.734267146,0.167601825,0.2478
0.080446008,0.111352241,0.808201751,2.07235,0.095887037,0.745833675,0.158279287,0.2436
0.08219721,0.118024731,0.79977806,1.9561,0.093726537,0.756653041,0.149620422,0.2398
0.083863941,0.12483244,0.791303619,1.8507,0.091520975,0.767049062,0.141429962,0.2362
0.085538418,0.131774445,0.782687137,1.75305,0.089437527,0.77672821,0.133834264,0.2329
0.087129968,0.13897174,0.773898292,1.66315,0.087336815,0.785900783,0.126762402,0.2298
0.088670917,0.146248161,0.765080922,1.57945,0.085320171,0.794588163,0.120091666,0.2269
0.090159457,0.153684406,0.756156138,1.50381,0.08331475,0.802818786,0.113866464,0.2242
0.091587532,0.161262411,0.747150057,1.432975,0.081378564,0.810627932,0.107993504,0.2217
0.092970007,0.169005463,0.738024529,1.36741,0.07947654,0.818020154,0.102503306,0.2193
0.094295306,0.1767518,0.728952894,1.30665,0.077660064,0.824965454,0.097374482,0.2171
0.095564621,0.184755788,0.719679591,1.250075,0.075892234,0.831510865,0.092596901,0.2149
0.09678171,0.19276079,0.710457499,1.197375,0.074108862,0.83783403,0.088057108,0.2129
0.097914839,0.200958229,0.701126932,1.148395,0.072396475,0.843835876,0.083767649,0.211
0.099024377,0.209182669,0.691792954,1.102515,0.070793499,0.849426386,0.079780115,0.2092
0.100057042,0.217489871,0.682453087,1.059735,0.069146629,0.854816171,0.076037199,0.2075
0.101051864,0.22587706,0.673071077,1.019745,0.067622055,0.859849405,0.07252854,0.2059
0.101969324,0.234330619,0.663700057,0.982235,0.066069593,0.864777566,0.069152841,0.2043
0.102826375,0.242868599,0.654305026,0.94705,0.06464497,0.869329389,0.066025641,0.2028
0.103642407,0.251475276,0.644882317,0.914035,0.063198133,0.873752668,0.063049198,0.2014
0.104409493,0.25997051,0.635619997,0.883035,0.061793821,0.877912209,0.060293971,0.2
0.105100744,0.268651298,0.626247958,0.853895,0.060499295,0.881820012,0.057680693,0.1987
0.105742901,0.27739225,0.616864849,0.826305,0.059148225,0.885704158,0.055147617,0.1974
0.106347547,0.286007513,0.60764494,0.80042,0.05789125,0.8892626,0.05284615,0.1962
0.106886084,0.294775523,0.598338393,0.77593,0.056708933,0.8926786,0.050612467,0.1951
0.107396505,0.303435782,0.589167713,0.75299,0.05547364,0.896033325,0.048493035,0.1939
0.107831913,0.312089217,0.58007887,0.731135,0.054343035,0.899149075,0.04650789,0.1929
0.108221897,0.320891778,0.570886324,0.71052,0.053191767,0.902174083,0.04463415,0.1918
0.108568865,0.329519964,0.561911171,0.69099,0.052103095,0.905069859,0.042827046,0.1908
0.108867529,0.338150889,0.552981583,0.672545,0.051054279,0.907807248,0.041138474,0.1898
0.109107688,0.346891933,0.544000379,0.654875,0.050038927,0.9104246,0.039536473,0.1888
0.109319606,0.355495119,0.535185275,0.63829,0.049022372,0.912984491,0.037993137,0.1879
0.109495231,0.364071021,0.526433748,0.62248,0.04805826,0.915395433,0.036546307,0.187
0.109630991,0.372582045,0.517786965,0.607445,0.04712627,0.917702306,0.035171424,0.1861
0.10970001,0.380997178,0.509302812,0.593185,0.046197426,0.919955756,0.033846818,0.1853
0.109726419,0.389377691,0.50089589,0.579545,0.045317794,0.922076162,0.032606044,0.1845
0.109761436,0.397789451,0.492449114,0.566525,0.044463201,0.924115773,0.031421025,0.1837
0.109725058,0.406119766,0.484155176,0.55428,0.043605192,0.926118285,0.030276523,0.1829
0.109663409,0.414309389,0.476027202,0.5425,0.042797839,0.928000351,0.02920181,0.1821
0.109555069,0.422465354,0.467979577,0.531185,0.042012497,0.929811887,0.028175616,0.1814
0.10942385,0.430549352,0.460026798,0.52049,0.041226842,0.931589348,0.02718381,0.1806
0.109274843,0.438679102,0.452046055,0.51026,0.040487585,0.933259962,0.026252453,0.1799
0.10903967,0.446564058,0.444396271,0.50034,0.039766924,0.934871546,0.02536153,0.1792
0.108845255,0.454574152,0.436580592,0.49104,0.039043378,0.936458596,0.024498026,0.1785
0.108595684,0.462102454,0.429301862,0.48205,0.038356211,0.937958647,0.023685143,0.1779
0.108353253,0.469890959,0.421755788,0.47337,0.037673146,0.939430699,0.022896155,0.1772
0.108023457,0.477475676,0.414500866,0.465155,0.037026758,0.940820627,0.022152616,0.1766
0.107736118,0.485117635,0.407146247,0.45725,0.036380581,0.942189995,0.021429424,0.1759
0.107358263,0.492503877,0.40013786,0.449655,0.035765828,0.94348771,0.020746462,0.1753
0.10703021,0.499754679,0.393215112,0.44237,0.035172599,0.944730408,0.020096992,0.1747
0.106640555,0.507032224,0.386327221,0.435395,0.034570695,0.945970007,0.019459298,0.1741
0.106232141,0.51434152,0.379426339,0.428575,0.034005684,0.947132374,0.018861942,0.1735
0.105798538,0.521464507,0.372736954,0.422065,0.03343857,0.948283838,0.018277593,0.1729
0.105382838,0.528218892,0.36639827,0.415865,0.032897524,0.949379943,0.017722533,0.1724
0.104912825,0.535153739,0.359933437,0.40982,0.032360764,0.950451945,0.017187291,0.1718
0.104445553,0.541981512,0.353572935,0.404085,0.031831369,0.951497002,0.016671628,0.1713
0.103951155,0.548728319,0.347320526,0.398505,0.031333474,0.952481372,0.016185154,0.1707
0.103505382,0.555183155,0.341311462,0.39308,0.030836202,0.953460775,0.015703023,0.1702
0.102960566,0.561748372,0.335291062,0.387965,0.03036448,0.954379594,0.015255926,0.1697
0.102428167,0.568191016,0.329380817,0.383005,0.029882774,0.955302936,0.014814289,0.1692
0.101959659,0.574368645,0.323671696,0.3782,0.029420657,0.956186163,0.01439318,0.1686
0.101394538,0.580642484,0.317962978,0.37355,0.028978611,0.957031715,0.013989674,0.1681
0.10085269,0.586802201,0.312345109,0.369055,0.028539051,0.957862404,0.013598545,0.1677
0.100259255,0.592885375,0.30685537,0.364715,0.028102386,0.95867472,0.013222893,0.1672
0.099737646,0.598683928,0.301578427,0.360375,0.027697108,0.959438378,0.012864515,0.1667
0.099164927,0.604558107,0.296276966,0.356345,0.027283939,0.960202148,0.012513913,0.1662
0.098548813,0.610378188,0.291072999,0.35247,0.026879969,0.960946831,0.0121732,0.1657
0.098012185,0.615911415,0.2860764,0.348595,0.026501168,0.961643206,0.011855626,0.1653
0.097429445,0.621517167,0.281053388,0.344875,0.026115554,0.962343604,0.011540842,0.1648
0.096803487,0.627043226,0.276153287,0.34131,0.025739454,0.963024249,0.011236297,0.1644
0.096179425,0.632481769,0.271338807,0.3379,0.025372816,0.963679058,0.010948126,0.1639
0.095644115,0.637627433,0.266728452,0.33449,0.025031358,0.964297733,0.010670909,0.1635
0.095030882,0.642897249,0.26207187,0.331235,0.024678256,0.964924119,0.010397625,0.163
0.094378838,0.648086915,0.257534247,0.328135,0.024335045,0.965529965,0.01013499,0.1626
0.093823038,0.652993084,0.253183878,0.325035,0.023995955,0.966126984,0.009877061,0.1622
0.093188929,0.658002407,0.248808664,0.32209,0.023672955,0.966697159,0.009629886,0.1618
0.092564713,0.662910981,0.244524307,0.319145,0.023348039,0.967258216,0.009393744,0.1614
0.092000784,0.66758161,0.240417606,0.316355,0.023033488,0.967804054,0.009162458,0.1609
0.091358513,0.672335377,0.23630611,0.313565,0.022743417,0.968308762,0.008947821,0.1605
0.09073234,0.677002842,0.232264819,0.31093,0.022437379,0.968830033,0.008732588,0.1601
0.090123147,0.681578286,0.228298567,0.308295,0.022147916,0.96932354,0.008528544,0.1597
0.089531052,0.685931559,0.224537389,0.305815,0.021857032,0.969819469,0.008323499,0.1593
0.088916143,0.690377638,0.220706219,0.303335,0.021576758,0.970293416,0.008129826,0.1589
0.088273163,0.694752021,0.216974816,0.30101,0.021294982,0.970763554,0.007941464,0.1586
0.087649196,0.699014011,0.213336793,0.298685,0.021024078,0.971217563,0.007758359,0.1582
0.087095256,0.70303918,0.209865565,0.29636,0.020764141,0.9716553,0.007580559,0.1578
0.086473099,0.70717184,0.206355061,0.29419,0.020502818,0.972088975,0.007408207,0.1574
0.085828025,0.711252654,0.202919321,0.29202,0.020246344,0.972512355,0.0072413,0.157
0.085213301,0.71527852,0.199508179,0.28985,0.020001021,0.97291914,0.007079838,0.1567
0.084666344,0.719017612,0.196316045,0.287835,0.019754398,0.973321644,0.006923958,0.1563
0.084056399,0.722885033,0.193058568,0.28582,0.019512758,0.973713582,0.00677366,0.1559
0.083424328,0.72668705,0.189888622,0.28396,0.019270064,0.97410525,0.006624687,0.1556
0.0828204,0.730380303,0.186799297,0.281945,0.019038786,0.974481844,0.00647937,0.1552
0.082203906,0.734081983,0.183714112,0.280085,0.018812586,0.974845752,0.006341662,0.1549
0.081657662,0.737481201,0.180861137,0.27838,0.018591595,0.975201285,0.006207121,0.1545
0.081053812,0.74103139,0.177914798,0.27652,0.018375831,0.975547107,0.006077062,0.1542
0.080485054,0.744500846,0.1750141,0.274815,0.018165363,0.975884407,0.005950229,0.1538
0.079895591,0.747886285,0.172218124,0.27311,0.017953836,0.976219476,0.005826688,0.1535
0.0792944,0.751270195,0.169435406,0.271405,0.017742476,0.976554213,0.005703312,0.1531
0.078770468,0.754380925,0.166848607,0.269855,0.017541793,0.976870481,0.005587725,0.1528
0.078190014,0.757628294,0.164181692,0.268305,0.01734656,0.977178616,0.005474824,0.1525
0.077593723,0.760825341,0.161580936,0.266755,0.017150358,0.977484978,0.005364664,0.1521
0.077035478,0.763925419,0.159039102,0.265205,0.01695965,0.977782463,0.005257887,0.1518
0.076461945,0.76697032,0.156567734,0.263655,0.016763408,0.978085474,0.005151118,0.1515
0.075932163,0.769958045,0.154109791,0.26226,0.016583934,0.978366135,0.00504993,0.1512
0.075337175,0.772978433,0.151684392,0.260865,0.016403562,0.978644206,0.004952231,0.1508
0.074826679,0.775759025,0.149414296,0.25947,0.016218069,0.978928465,0.004853466,0.1505
0.074312147,0.778565421,0.147122432,0.258075,0.016042592,0.979197218,0.00476019,0.1502
0.073731884,0.781400966,0.14486715,0.25668,0.015879381,0.97945088,0.004669739,0.1499
0.073197378,0.784170915,0.142631707,0.25544,0.015708792,0.979709645,0.004581564,0.1496
0.07264853,0.786873246,0.140478224,0.254045,0.015533546,0.97997318,0.004493274,0.1493
0.072146623,0.789505946,0.138347432,0.252805,0.015374617,0.980215755,0.004409628,0.149
0.071578169,0.792164593,0.136257238,0.251565,0.015211304,0.98046336,0.004325336,0.1487
0.071057192,0.794751176,0.134191632,0.250325,0.015057561,0.980696126,0.004246313,0.1484
0.070584577,0.797263682,0.132151741,0.24924,0.014903079,0.980927977,0.004168944,0.1481
0.070040612,0.799750078,0.13020931,0.248,0.014744532,0.981164351,0.004091117,0.1478
0.069545569,0.802159177,0.128295255,0.246915,0.014595332,0.981386882,0.004017786,0.1475
0.069089532,0.804467159,0.126443309,0.245675,0.014442287,0.981613596,0.003944117,0.1472
0.068576499,0.806819622,0.124603879,0.24459,0.014298456,0.981827343,0.003874201,0.1469
0.068054495,0.809141839,0.122803667,0.243505,0.014160652,0.982032692,0.003806656,0.1466
0.067587442,0.811432956,0.120979602,0.24242,0.01401935,0.982243069,0.003737582,0.1463
0.067107629,0.813639866,0.119252504,0.24149,0.013880306,0.98244614,0.003673554,0.146
0.06662367,0.81586585,0.11751048,0.240405,0.013737942,0.982653962,0.003608097,0.1457
0.066131226,0.818058164,0.115810609,0.23932,0.013611235,0.982842554,0.003546211,0.1454
0.065691057,0.820162602,0.114146341,0.23839,0.013474619,0.983040993,0.003484388,0.1452
0.065188001,0.822279261,0.112532738,0.237305,0.013346756,0.983227139,0.003426105,0.1449
0.064725556,0.824316349,0.110958096,0.236375,0.013215969,0.983417452,0.00336658,0.1446
0.06426549,0.826364654,0.109369856,0.235445,0.013084744,0.983607012,0.003308244,0.1443
0.063809813,0.828364031,0.107826156,0.234515,0.012962064,0.983783881,0.003254054,0.1441
0.063352471,0.830318919,0.10632861,0.233585,0.012836738,0.983964508,0.003198754,0.1438
0.062864144,0.83232899,0.104806866,0.232655,0.012726734,0.984126431,0.003146835,0.1435
0.062420621,0.834235752,0.103343628,0.23188,0.012600499,0.984304875,0.003094627,0.1432
0.061982057,0.836090104,0.101927839,0.23095,0.012480754,0.984476319,0.003042927,0.143
0.061546441,0.837953077,0.100500482,0.23002,0.012369273,0.984636172,0.002994555,0.1427
0.061116032,0.83976227,0.099121698,0.229245,0.01225559,0.984799137,0.002945272,0.1424
0.060690994,0.84151663,0.097792376,0.228315,0.01215007,0.984950657,0.002899273,0.1422
0.060269195,0.843278295,0.096452509,0.22754,0.01203556,0.985111984,0.002852456,0.1419
0.059853017,0.844983763,0.09516322,0.226765,0.011920676,0.985273131,0.002806193,0.1417
0.059436169,0.846637805,0.093926026,0.22599,0.011820749,0.985416124,0.002763127,0.1414
0.059026869,0.84835631,0.092616821,0.225215,0.011712041,0.985568611,0.002719347,0.1411
0.058619474,0.849958193,0.091422332,0.22444,0.011602978,0.985720886,0.002676136,0.1409
0.058175392,0.851668341,0.090156266,0.223665,0.011500576,0.985865237,0.002634186,0.1406
0.057782043,0.853274362,0.088943595,0.22289,0.011405953,0.985998676,0.002595371,0.1404
0.057388489,0.854826104,0.087785407,0.222115,0.011302821,0.986142627,0.002554552,0.1401
0.056994819,0.856322644,0.086682537,0.22134,0.011206404,0.986277873,0.002515723,0.1399
0.056615705,0.857877579,0.085506717,0.220565,0.011110554,0.986410883,0.002478563,0.1396
0.056232685,0.859316072,0.084451243,0.219945,0.011013437,0.98654567,0.002440893,0.1394
0.055857742,0.860818945,0.083323313,0.21917,0.010923111,0.986673086,0.002403803,0.1392
0.055439731,0.862301267,0.082259002,0.21855,0.010825362,0.98680659,0.002368048,0.1389
0.05506937,0.863749555,0.081181074,0.217775,0.010734425,0.986932694,0.002332881,0.1387
0.054706126,0.86513341,0.080160464,0.217155,0.010650889,0.987049848,0.002299263,0.1384
0.054340509,0.866526304,0.079133187,0.216535,0.010559295,0.98717469,0.002266015,0.1382
0.053982212,0.867853499,0.078164289,0.21576,0.010467409,0.98729993,0.002232661,0.138
0.053589819,0.869277139,0.077133042,0.21514,0.010382407,0.987417685,0.002199909,0.1377
0.053240757,0.870608125,0.076151117,0.21452,0.010289929,0.987542278,0.002167793,0.1375
0.05289249,0.871878125,0.075229384,0.2139,0.010204349,0.987658637,0.002137014,0.1373
0.052548928,0.873149737,0.074301335,0.21328,0.01013311,0.987759232,0.002107658,0.137